324847,2937744
38321,2936482
1403212,1520712
2949878,2937744
324847,2936482
2855328,1518538
91013,2937744
1285762,782582
320340,2937744
1286248,2937744
1403212,1518538
1403212,1521954
222688,2937744
324905,2936482
326139,2937744
1403212,1525700
1834,1521954
2855328,1520712
